loja,data,temperatura,combustivel,desconto_1,desconto_2,desconto_3,desconto_4,desconto_5,desemprego,feriado,distancia_competidores,clientes
26,03-11,-2.1500000000000004,3.6,,,,,,0.07907,nao,,714
39,03-11,,3.459,,,,,,0.08395,nao,,755
34,03-11,7.705555555555555,,,,,,,0.10398,nao,,35
12,03-11,,,,,,,,0.14021,nao,,445
4,03-11,10.516666666666667,,,,,,,0.06509999999999999,nao,,93
41,03-11,-0.22222222222222143,3.372,,,,,,0.07241,nao,,950
27,03-11,,3.752,,,,,,0.07827,nao,,959
20,03-11,4.183333333333334,3.582,,,,,,0.07343,nao,,207
22,03-18,,3.634,,,,,,0.08458,nao,,353
6,03-18,18.37222222222222,3.488,,,,,,0.06858,nao,,903
16,03-18,,3.406,,,,,,0.06614,nao,,332
31,03-18,,3.488,,,,,,0.08028,nao,,817
41,03-18,4.549999999999999,,,,,,,0.07241,nao,,862
17,03-18,1.377777777777776,3.407,,,,,,0.06866,nao,,725
12,03-18,17.89444444444444,3.692,,,,,,0.14021,nao,,159
24,03-18,6.327777777777778,3.796,,,,,,0.08252000000000001,nao,,954
20,03-18,,3.631,,,,,,0.07343,nao,,957
38,03-18,17.89444444444444,3.692,,,,,,0.14021,nao,,24
28,03-18,17.89444444444444,,,,,,,0.14021,nao,,404
42,03-18,21.17777777777778,3.892,,,,,,0.08744,nao,,805
9,03-18,17.677777777777777,,,,,,,0.06416000000000001,nao,,516
30,03-18,17.366666666666664,,,,,,,0.08028,nao,,732
4,03-18,11.033333333333333,,,,,,,0.06509999999999999,nao,,364
23,03-18,2.933333333333334,3.634,,,,,,0.05114,nao,,382
32,03-18,7.361111111111111,,,,,,,0.08818,nao,,532
10,03-18,21.17777777777778,3.892,,,,,,0.08744,nao,,956
37,03-18,18.277777777777782,,,,,,,0.08395,nao,,152
18,03-18,5.0666666666666655,,,,,,,0.09131,nao,,562
14,03-18,,3.631,,,,,,0.08549,nao,,689
1,03-18,,3.488,,,,,,0.07742,nao,,947
44,03-18,7.049999999999999,,,,,,,0.07224,nao,,608
3,03-18,20.816666666666666,3.488,,,,,,0.07551000000000001,nao,,617
5,03-18,17.950000000000003,3.488,,,,,,0.06634000000000001,nao,,420
34,03-18,13.1,,,,,,,0.10398,nao,,250
45,03-18,8.144444444444442,,,,,,,0.08549,nao,,117
27,03-18,,,,,,,,0.07827,nao,,866
11,03-18,21.20555555555556,,,,,,,0.07551000000000001,nao,,512
35,03-18,8.13888888888889,3.631,,,,,,0.08549,nao,,740
19,03-18,,,,,,,,0.07771,nao,,578
13,03-18,,,,,,,,0.0747,nao,,335
15,03-18,4.57222222222222,,,,,,,0.07771,nao,,418
21,03-18,17.366666666666664,3.488,,,,,,0.08028,nao,,932
25,03-18,,3.631,,,,,,0.07343,nao,,774
2,03-18,,3.488,,,,,,0.08028,nao,,295
43,03-18,20.544444444444448,,,,,,,0.10398,nao,,938
33,03-18,22.62222222222222,3.892,,,,,,0.08951,nao,,755
39,03-18,,,,,,,,0.08395,nao,,371
8,03-18,,3.488,,,,,,0.06262,nao,,186
26,03-18,-0.13333333333333247,3.634,,,,,,0.07907,nao,,246
7,03-18,-2.394444444444444,,,,,,,0.08818,nao,,637
40,03-18,2.0888888888888877,3.634,,,,,,0.05114,nao,,268
36,03-18,,3.487,,,,,,0.08395,nao,,643
29,03-18,6.322222222222224,3.634,,,,,,0.10256,nao,,237
16,03-25,0.3388888888888886,3.414,,,,,,0.06614,nao,,530
14,03-25,5.422222222222221,3.625,,,,,,0.08549,nao,,552
18,03-25,2.5833333333333326,3.624,,,,,,0.09131,nao,,21
41,03-25,,,,,,,,0.07241,nao,,911
34,03-25,,3.48,,,,,,0.10398,nao,,737
15,03-25,,,,,,,,0.07771,nao,,867
29,03-25,3.761111111111113,3.624,,,,,,0.10256,nao,,794
37,03-25,,,,,,,,0.08395,nao,,520
17,03-25,2.616666666666667,,,,,,,0.06866,nao,,100
32,03-25,,,,,,,,0.08818,nao,,752
13,03-25,,3.435,,,,,,0.0747,nao,,478
23,03-25,-1.6055555555555558,3.624,,,,,,0.05114,nao,,599
27,03-25,4.5055555555555555,,,,,,,0.07827,nao,,298
4,03-25,15.055555555555555,,,,,,,0.06509999999999999,nao,,940
35,03-25,,,,,,,,0.08549,nao,,526
30,03-25,,3.473,,,,,,0.08028,nao,,334
9,03-25,20.438888888888894,3.473,,,,,,0.06416000000000001,nao,,2
45,03-25,5.422222222222221,,,,,,,0.08549,nao,,375
42,03-25,16.961111111111112,,,,,,,0.08744,nao,,293
7,03-25,-3.5055555555555546,3.414,,,,,,0.08818,nao,,837
19,03-25,0.6999999999999988,,,,,,,0.07771,nao,,934
22,03-25,3.761111111111113,,,,,,,0.08458,nao,,553
21,03-25,,3.473,,,,,,0.08028,nao,,318
1,03-25,,3.473,,,,,,0.07742,nao,,502
31,03-25,21.29444444444444,3.473,,,,,,0.08028,nao,,828
8,03-25,15.411111111111113,3.473,,,,,,0.06262,nao,,381
40,03-25,-1.7277777777777774,3.624,,,,,,0.05114,nao,,623
12,03-25,12.444444444444445,3.909,,,,,,0.14021,nao,,14
24,03-25,2.7111111111111126,3.789,,,,,,0.08252000000000001,nao,,504
39,03-25,21.761111111111113,,,,,,,0.08395,nao,,231
20,03-25,,3.625,,,,,,0.07343,nao,,985
25,03-25,,3.625,,,,,,0.07343,nao,,84
26,03-25,,3.624,,,,,,0.07907,nao,,130
6,03-25,21.57222222222222,3.473,,,,,,0.06858,nao,,743
33,03-25,,,,,,,,0.08951,nao,,838
3,03-25,22.744444444444444,,,,,,,0.07551000000000001,nao,,145
44,03-25,,,,,,,,0.07224,nao,,891
28,03-25,12.444444444444445,,,,,,,0.14021,nao,,857
38,03-25,12.444444444444445,,,,,,,0.14021,nao,,28
43,03-25,,,,,,,,0.10398,nao,,66
11,03-25,23.188888888888886,,,,,,,0.07551000000000001,nao,,163
2,03-25,,3.473,,,,,,0.08028,nao,,229
5,03-25,21.50555555555555,,,,,,,0.06634000000000001,nao,,261
10,03-25,16.961111111111112,3.716,,,,,,0.08744,nao,,449
36,03-25,21.705555555555552,3.488,,,,,,0.08395,nao,,424
30,04-01,,3.524,,,,,,0.07931,nao,,460
5,04-01,,3.524,,,,,,0.06489,nao,,952
16,04-01,2.0833333333333335,3.461,,,,,,0.06339,nao,,676
7,04-01,-3.9833333333333343,3.461,,,,,,0.08595000000000001,nao,,301
43,04-01,,3.524,,,,,,0.10581,nao,,919
14,04-01,,3.638,,,,,,0.08521000000000001,nao,,303
39,04-01,19.205555555555552,3.524,,,,,,0.083,nao,,287
45,04-01,2.9277777777777794,3.638,,,,,,0.08521000000000001,nao,,395
40,04-01,-1.8888888888888882,3.638,,,,,,0.04781,nao,,10
33,04-01,,,,,,,,0.08686999999999999,nao,,707
36,04-01,19.616666666666667,3.529,,,,,,0.083,nao,,630
19,04-01,,,,,,,,0.07658000000000001,nao,,270
8,04-01,9.922222222222222,,,,,,,0.06297,nao,,592
11,04-01,20.611111111111107,3.524,,,,,,0.07574,nao,,970
27,04-01,2.9277777777777794,,,,,,,0.07725,nao,,605
25,04-01,,3.638,,,,,,0.07287,nao,,778
13,04-01,5.827777777777779,3.487,,,,,,0.07193,nao,,844
21,04-01,,3.524,,,,,,0.07931,nao,,862
3,04-01,20.422222222222224,3.524,,,,,,0.07574,nao,,361
35,04-01,2.9277777777777794,3.638,,,,,,0.08512,nao,,257
34,04-01,13.033333333333335,3.521,,,,,,0.10581,nao,,133
2,04-01,13.016666666666667,3.524,,,,,,0.07931,nao,,276
20,04-01,,3.638,,,,,,0.07287,nao,,776
42,04-01,19.799999999999997,3.772,,,,,,0.08494,nao,,683
12,04-01,17.572222222222223,3.772,,,,,,0.13736,nao,,972
44,04-01,5.827777777777779,3.487,,,,,,0.06906,nao,,513
22,04-01,,,,,,,,0.08252000000000001,nao,,313
28,04-01,,3.772,,,,,,0.13736,nao,,576
26,04-01,,,,,,,,0.07818,nao,,886
15,04-01,-0.9222222222222223,3.811,,,,,,0.07658000000000001,nao,,980
1,04-01,,3.524,,,,,,0.07682,nao,,284
23,04-01,,,,,,,,0.04781,nao,,121
38,04-01,,,,,,,,0.13736,nao,,107
41,04-01,3.4222222222222203,3.461,,,,,,0.06934,nao,,933
17,04-01,4.100000000000001,,,,,,,0.06774,nao,,687
37,04-01,19.616666666666667,3.524,,,,,,0.083,nao,,997
6,04-01,,,,,,,,0.06855,nao,,204
4,04-01,13.883333333333335,3.521,,,,,,0.05946,nao,,165
32,04-01,,3.461,,,,,,0.08595000000000001,nao,,305
31,04-01,13.533333333333333,3.524,,,,,,0.07931,nao,,497
18,04-01,1.7000000000000013,,,,,,,0.08975,nao,,632
24,04-01,2.0722222222222206,3.811,,,,,,0.08212,nao,,556
9,04-01,,,,,,,,0.0638,nao,,824
10,04-01,19.799999999999997,,,,,,,0.08494,nao,,156
29,04-01,,3.638,,,,,,0.09966,nao,,367
2,04-08,19.444444444444443,3.622,,,,,,0.07931,nao,,719
9,04-08,21.888888888888893,,,,,,,0.0638,nao,,902
44,04-08,5.972222222222222,,,,,,,0.06906,nao,,620
23,04-08,2.6333333333333346,,,,,,,0.04781,nao,,251
37,04-08,,3.622,,,,,,0.083,nao,,957
35,04-08,8.261111111111111,3.72,,,,,,0.08512,nao,,916
22,04-08,,,,,,,,0.08252000000000001,nao,,882
25,04-08,5.616666666666666,3.72,,,,,,0.07287,nao,,334
16,04-08,3.355555555555555,3.532,,,,,,0.06339,nao,,642
1,04-08,19.91111111111111,3.622,,,,,,0.07682,nao,,969
11,04-08,23.09444444444444,3.622,,,,,,0.07574,nao,,511
8,04-08,18.67777777777778,3.622,,,,,,0.06297,nao,,293
38,04-08,18.038888888888888,4.003,,,,,,0.13736,nao,,20
36,04-08,20.772222222222222,3.645,,,,,,0.083,nao,,282
45,04-08,,,,,,,,0.08521000000000001,nao,,797
10,04-08,22.794444444444444,3.818,,,,,,0.08494,nao,,1
24,04-08,,3.895,,,,,,0.08212,nao,,119
21,04-08,20.34444444444445,,,,,,,0.07931,nao,,35
42,04-08,,3.818,,,,,,0.08494,nao,,198
20,04-08,8.383333333333335,3.72,,,,,,0.07287,nao,,485
26,04-08,,3.72,,,,,,0.07818,nao,,757
6,04-08,21.305555555555554,3.622,,,,,,0.06855,nao,,59
4,04-08,17.005555555555556,3.605,,,,,,0.05946,nao,,837
41,04-08,6.038888888888888,3.532,,,,,,0.06934,nao,,161
28,04-08,,4.003,,,,,,0.13736,nao,,691
14,04-08,9.283333333333335,3.72,,,,,,0.08521000000000001,nao,,206
39,04-08,,,,,,,,0.083,nao,,12
43,04-08,,3.622,,,,,,0.10581,nao,,490
40,04-08,1.5388888888888905,3.72,,,,,,0.04781,nao,,276
33,04-08,23.950000000000003,,,,,,,0.08686999999999999,nao,,693
19,04-08,,,,,,,,0.07658000000000001,nao,,242
15,04-08,,,,,,,,0.07658000000000001,nao,,216
32,04-08,,3.532,,,,,,0.08595000000000001,nao,,251
13,04-08,5.972222222222222,3.547,,,,,,0.07193,nao,,811
27,04-08,,3.895,,,,,,0.07725,nao,,126
29,04-08,6.900000000000001,3.72,,,,,,0.09966,nao,,994
3,04-08,22.52777777777778,3.622,,,,,,0.07574,nao,,217
30,04-08,20.34444444444445,,,,,,,0.07931,nao,,306
7,04-08,-0.7555555555555552,,,,,,,0.08595000000000001,nao,,797
34,04-08,14.772222222222224,3.605,,,,,,0.10581,nao,,185
17,04-08,3.977777777777776,,,,,,,0.06774,nao,,39
31,04-08,20.34444444444445,,,,,,,0.07931,nao,,223
12,04-08,18.038888888888888,,,,,,,0.13736,nao,,184
5,04-08,20.91111111111111,3.622,,,,,,0.06489,nao,,495
18,04-08,6.288888888888889,,,,,,,0.08975,nao,,427
29,04-15,,3.823,,,,,,0.09966,nao,,178
4,04-15,16.855555555555558,3.724,,,,,,0.05946,nao,,919
17,04-15,4.433333333333332,3.616,,,,,,0.06774,nao,,428
1,04-15,21.816666666666663,3.743,,,,,,0.07682,nao,,294
23,04-15,7.505555555555554,3.823,,,,,,0.04781,nao,,852
42,04-15,16.13888888888889,4.089,,,,,,0.08494,nao,,151
45,04-15,12.049999999999999,3.821,,,,,,0.08521000000000001,nao,,384
24,04-15,11.31111111111111,,,,,,,0.08212,nao,,638
22,04-15,,3.823,,,,,,0.08252000000000001,nao,,813
28,04-15,14.238888888888889,,,,,,,0.13736,nao,,308
43,04-15,18.33888888888889,3.743,,,,,,0.10581,nao,,336
19,04-15,9.261111111111113,3.981,,,,,,0.07658000000000001,nao,,946
27,04-15,11.244444444444447,3.981,,,,,,0.07725,nao,,746
25,04-15,10.794444444444444,3.821,,,,,,0.07287,nao,,892
21,04-15,21.672222222222224,,,,,,,0.07931,nao,,375
3,04-15,,3.743,,,,,,0.07574,nao,,8
20,04-15,,3.821,,,,,,0.07287,nao,,341
2,04-15,20.822222222222226,3.743,,,,,,0.07931,nao,,129
44,04-15,5.3999999999999995,3.616,,,,,,0.06906,nao,,776
26,04-15,4.144444444444445,3.823,,,,,,0.07818,nao,,669
18,04-15,9.949999999999998,,,,,,,0.08975,nao,,352
30,04-15,,3.743,,,,,,0.07931,nao,,358
16,04-15,1.4388888888888909,3.611,,,,,,0.06339,nao,,517
15,04-15,,3.981,,,,,,0.07658000000000001,nao,,495
34,04-15,,3.724,,,,,,0.10581,nao,,86
7,04-15,-2.3388888888888895,3.611,,,,,,0.08595000000000001,nao,,175
11,04-15,24.799999999999997,3.743,,,,,,0.07574,nao,,802
8,04-15,,3.743,,,,,,0.06297,nao,,193
5,04-15,,3.743,,,,,,0.06489,nao,,311
35,04-15,11.244444444444447,,,,,,,0.08512,nao,,119
36,04-15,22.916666666666668,,,,,,,0.083,nao,,218
14,04-15,12.049999999999999,,,,,,,0.08521000000000001,nao,,427
40,04-15,6.494444444444444,3.823,,,,,,0.04781,nao,,970
31,04-15,,3.743,,,,,,0.07931,nao,,414
12,04-15,,3.868,,,,,,0.13736,nao,,114
38,04-15,14.238888888888889,3.868,,,,,,0.13736,nao,,978
32,04-15,,3.611,,,,,,0.08595000000000001,nao,,145
10,04-15,16.13888888888889,4.089,,,,,,0.08494,nao,,538
37,04-15,22.916666666666668,,,,,,,0.083,nao,,648
9,04-15,22.16666666666667,,,,,,,0.0638,nao,,303
41,04-15,4.41111111111111,,,,,,,0.06934,nao,,744
39,04-15,22.883333333333333,3.743,,,,,,0.083,nao,,881
6,04-15,,3.743,,,,,,0.06855,nao,,588
33,04-15,18.133333333333333,4.089,,,,,,0.08686999999999999,nao,,987
13,04-15,5.3999999999999995,3.616,,,,,,0.07193,nao,,840
20,04-22,11.422222222222224,,,,,,,0.07287,nao,,345
40,04-22,,,,,,,,0.04781,nao,,814
22,04-22,,3.919,,,,,,0.08252000000000001,nao,,964
41,04-22,6.033333333333333,3.636,,,,,,0.06934,nao,,801
34,04-22,17.68333333333333,,,,,,,0.10581,nao,,1
21,04-22,21.550000000000004,,,,,,,0.07931,nao,,147
44,04-22,,,,,,,,0.06906,nao,,287
11,04-22,,3.807,,,,,,0.07574,nao,,976
4,04-22,,,,,,,,0.05946,nao,,654
32,04-22,9.27222222222222,,,,,,,0.08595000000000001,nao,,53
43,04-22,,,,,,,,0.10581,nao,,304
35,04-22,10.011111111111113,3.892,,,,,,0.08512,nao,,69
24,04-22,7.777777777777778,4.061,,,,,,0.08212,nao,,361
45,04-22,,3.892,,,,,,0.08521000000000001,nao,,602
17,04-22,5.68888888888889,,,,,,,0.06774,nao,,958
38,04-22,22.28888888888889,,,,,,,0.13736,nao,,220
42,04-22,24.40555555555556,3.917,,,,,,0.08494,nao,,962
37,04-22,,3.807,,,,,,0.083,nao,,704
36,04-22,23.649999999999995,3.805,,,,,,0.083,nao,,966
39,04-22,,,,,,,,0.083,nao,,575
1,04-22,22.772222222222222,3.807,,,,,,0.07682,nao,,585
14,04-22,,3.892,,,,,,0.08521000000000001,nao,,161
28,04-22,22.28888888888889,,,,,,,0.13736,nao,,681
2,04-22,20.772222222222222,3.807,,,,,,0.07931,nao,,89
10,04-22,24.40555555555556,,,,,,,0.08494,nao,,688
29,04-22,,3.919,,,,,,0.09966,nao,,781
18,04-22,7.772222222222224,,,,,,,0.08975,nao,,585
31,04-22,,3.807,,,,,,0.07931,nao,,757
12,04-22,22.28888888888889,4.134,,,,,,0.13736,nao,,589
6,04-22,,3.807,,,,,,0.06855,nao,,159
8,04-22,18.394444444444446,3.807,,,,,,0.06297,nao,,489
15,04-22,,4.061,,,,,,0.07658000000000001,nao,,971
26,04-22,,3.919,,,,,,0.07818,nao,,324
3,04-22,,3.807,,,,,,0.07574,nao,,610
30,04-22,21.550000000000004,3.807,,,,,,0.07931,nao,,381
23,04-22,,3.919,,,,,,0.04781,nao,,102
25,04-22,,,,,,,,0.07287,nao,,494
5,04-22,23.522222222222226,3.807,,,,,,0.06489,nao,,644
16,04-22,4.855555555555557,3.636,,,,,,0.06339,nao,,614
27,04-22,,4.061,,,,,,0.07725,nao,,19
19,04-22,,4.061,,,,,,0.07658000000000001,nao,,454
13,04-22,8.638888888888888,3.655,,,,,,0.07193,nao,,482
7,04-22,-0.08888888888888896,3.636,,,,,,0.08595000000000001,nao,,594
33,04-22,26.36666666666666,,,,,,,0.08686999999999999,nao,,397
9,04-22,,3.807,,,,,,0.0638,nao,,279
13,04-29,6.583333333333334,3.683,,,,,,0.07193,nao,,851
26,04-29,,3.988,,,,,,0.07818,nao,,365
33,04-29,25.244444444444444,4.151,,,,,,0.08686999999999999,nao,,331
19,04-29,12.349999999999998,4.117,,,,,,0.07658000000000001,nao,,641
8,04-29,16.827777777777776,,,,,,,0.06297,nao,,344
16,04-29,3.2055555555555575,3.663,,,,,,0.06339,nao,,822
24,04-29,15.82222222222222,,,,,,,0.08212,nao,,455
5,04-29,23.75,3.81,,,,,,0.06489,nao,,601
36,04-29,24.499999999999996,3.837,,,,,,0.083,nao,,725
29,04-29,14.000000000000002,,,,,,,0.09966,nao,,655
3,04-29,25.938888888888886,,,,,,,0.07574,nao,,65
35,04-29,,3.962,,,,,,0.08512,nao,,76
17,04-29,,,,,,,,0.06774,nao,,711
18,04-29,14.899999999999999,,,,,,,0.08975,nao,,143
38,04-29,20.149999999999995,4.151,,,,,,0.13736,nao,,917
25,04-29,14.683333333333334,,,,,,,0.07287,nao,,915
30,04-29,,3.81,,,,,,0.07931,nao,,828
12,04-29,20.149999999999995,4.151,,,,,,0.13736,nao,,605
31,04-29,21.216666666666665,,,,,,,0.07931,nao,,473
32,04-29,7.144444444444444,3.663,,,,,,0.08595000000000001,nao,,417
41,04-29,,,,,,,,0.06934,nao,,305
37,04-29,24.499999999999996,,,,,,,0.083,nao,,736
10,04-29,,,,,,,,0.08494,nao,,497
27,04-29,16.505555555555556,4.117,,,,,,0.07725,nao,,291
6,04-29,,3.81,,,,,,0.06855,nao,,940
2,04-29,,3.81,,,,,,0.07931,nao,,102
28,04-29,20.149999999999995,4.151,,,,,,0.13736,nao,,986
14,04-29,18.988888888888894,3.962,,,,,,0.08521000000000001,nao,,267
1,04-29,22.23888888888889,,,,,,,0.07682,nao,,867
42,04-29,,,,,,,,0.08494,nao,,968
20,04-29,,,,,,,,0.07287,nao,,622
23,04-29,12.333333333333336,3.988,,,,,,0.04781,nao,,974
44,04-29,,3.683,,,,,,0.06906,nao,,842
4,04-29,,3.781,,,,,,0.05946,nao,,962
34,04-29,14.294444444444443,3.781,,,,,,0.10581,nao,,942
22,04-29,14.000000000000002,3.988,,,,,,0.08252000000000001,nao,,777
21,04-29,21.216666666666665,3.81,,,,,,0.07931,nao,,3
45,04-29,18.988888888888894,,,,,,,0.08521000000000001,nao,,85
9,04-29,,3.81,,,,,,0.0638,nao,,794
39,04-29,,3.81,,,,,,0.083,nao,,328
11,04-29,,3.81,,,,,,0.07574,nao,,816
15,04-29,13.033333333333335,,,,,,,0.07658000000000001,nao,,450
40,04-29,11.488888888888889,3.988,,,,,,0.04781,nao,,454
43,04-29,21.855555555555558,3.81,,,,,,0.10581,nao,,924
7,04-29,-2.894444444444445,3.663,,,,,,0.08595000000000001,nao,,629
14,05-06,14.561111111111112,,,,,,,0.08521000000000001,nao,,221
17,05-06,,,,,,,,0.06774,nao,,154
44,05-06,8.75,,,,,,,0.06906,nao,,665
22,05-06,12.016666666666667,4.078,,,,,,0.08252000000000001,nao,,12
37,05-06,,3.906,,,,,,0.083,nao,,133
40,05-06,10.450000000000001,4.078,,,,,,0.04781,nao,,994
27,05-06,,4.192,,,,,,0.07725,nao,,304
41,05-06,,3.735,,,,,,0.06934,nao,,293
38,05-06,20.222222222222225,4.193,,,,,,0.13736,nao,,975
32,05-06,8.13888888888889,,,,,,,0.08595000000000001,nao,,300
23,05-06,,4.078,,,,,,0.04781,nao,,740
31,05-06,,,,,,,,0.07931,nao,,783
30,05-06,16.594444444444445,3.906,,,,,,0.07931,nao,,43
15,05-06,9.927777777777777,4.192,,,,,,0.07658000000000001,nao,,944
12,05-06,20.222222222222225,4.193,,,,,,0.13736,nao,,343
7,05-06,,3.735,,,,,,0.08595000000000001,nao,,326
25,05-06,,4.046,,,,,,0.07287,nao,,814
18,05-06,,4.078,,,,,,0.08975,nao,,498
9,05-06,16.77777777777778,3.906,,,,,,0.0638,nao,,364
33,05-06,,4.193,,,,,,0.08686999999999999,nao,,891
2,05-06,16.377777777777776,3.906,,,,,,0.07931,nao,,427
45,05-06,,4.046,,,,,,0.08521000000000001,nao,,21
28,05-06,20.222222222222225,,,,,,,0.13736,nao,,407
8,05-06,14.955555555555557,3.906,,,,,,0.06297,nao,,619
29,05-06,12.016666666666667,4.078,,,,,,0.09966,nao,,336
20,05-06,11.894444444444442,,,,,,,0.07287,nao,,815
42,05-06,23.08888888888889,,,,,,,0.08494,nao,,117
5,05-06,19.038888888888884,,,,,,,0.06489,nao,,124
36,05-06,20.866666666666667,3.917,,,,,,0.083,nao,,399
11,05-06,,,,,,,,0.07574,nao,,793
19,05-06,10.238888888888889,4.192,,,,,,0.07658000000000001,nao,,804
1,05-06,18.116666666666667,,,,,,,0.07682,nao,,715
16,05-06,3.688888888888889,,,,,,,0.06339,nao,,51
24,05-06,13.194444444444445,4.192,,,,,,0.08212,nao,,783
43,05-06,19.316666666666663,,,,,,,0.10581,nao,,324
10,05-06,23.08888888888889,4.193,,,,,,0.08494,nao,,789
35,05-06,13.599999999999998,4.046,,,,,,0.08512,nao,,141
21,05-06,,3.906,,,,,,0.07931,nao,,470
6,05-06,18.56666666666667,,,,,,,0.06855,nao,,787
34,05-06,12.444444444444445,,,,,,,0.10581,nao,,802
4,05-06,17.45,3.866,,,,,,0.05946,nao,,334
3,05-06,20.805555555555557,3.906,,,,,,0.07574,nao,,893
13,05-06,,,,,,,,0.07193,nao,,964
26,05-06,7.222222222222222,4.078,,,,,,0.07818,nao,,373
39,05-06,20.416666666666668,3.906,,,,,,0.083,nao,,564
20,05-13,16.81111111111111,,,,,,,0.07287,nao,,494
1,05-13,24.244444444444444,3.899,,,,,,0.07682,nao,,539
39,05-13,,3.899,,,,,,0.083,nao,,669
32,05-13,13.383333333333335,3.767,,,,,,0.08595000000000001,nao,,751
29,05-13,,,,,,,,0.09966,nao,,156
44,05-13,,3.77,,,,,,0.06906,nao,,291
23,05-13,12.844444444444443,,,,,,,0.04781,nao,,648
30,05-13,23.911111111111115,,,,,,,0.07931,nao,,144
37,05-13,24.850000000000005,,,,,,,0.083,nao,,106
26,05-13,9.000000000000002,4.095,,,,,,0.07818,nao,,420
4,05-13,,,,,,,,0.05946,nao,,670
15,05-13,13.927777777777777,4.211,,,,,,0.07658000000000001,nao,,658
13,05-13,11.333333333333334,3.77,,,,,,0.07193,nao,,2
42,05-13,,,,,,,,0.08494,nao,,945
14,05-13,,,,,,,,0.08521000000000001,nao,,589
19,05-13,12.333333333333336,,,,,,,0.07658000000000001,nao,,644
36,05-13,,3.92,,,,,,0.083,nao,,90
16,05-13,6.272222222222222,,,,,,,0.06339,nao,,345
35,05-13,,,,,,,,0.08512,nao,,350
24,05-13,14.716666666666669,4.211,,,,,,0.08212,nao,,459
43,05-13,24.461111111111112,3.899,,,,,,0.10581,nao,,263
34,05-13,,,,,,,,0.10581,nao,,351
10,05-13,23.35555555555556,4.202,,,,,,0.08494,nao,,108
5,05-13,25.21111111111111,,,,,,,0.06489,nao,,586
21,05-13,23.911111111111115,3.899,,,,,,0.07931,nao,,39
33,05-13,25.688888888888886,4.202,,,,,,0.08686999999999999,nao,,909
45,05-13,,4.066,,,,,,0.08521000000000001,nao,,159
22,05-13,,4.095,,,,,,0.08252000000000001,nao,,583
7,05-13,2.561111111111111,3.767,,,,,,0.08595000000000001,nao,,959
9,05-13,25.366666666666664,3.899,,,,,,0.0638,nao,,312
40,05-13,,4.095,,,,,,0.04781,nao,,241
11,05-13,27.183333333333337,,,,,,,0.07574,nao,,938
6,05-13,24.97222222222222,,,,,,,0.06855,nao,,445
8,05-13,,3.899,,,,,,0.06297,nao,,298
2,05-13,23.672222222222224,,,,,,,0.07931,nao,,952
17,05-13,,3.77,,,,,,0.06774,nao,,36
18,05-13,14.711111111111109,4.095,,,,,,0.08975,nao,,84
25,05-13,15.61111111111111,,,,,,,0.07287,nao,,452
12,05-13,21.62777777777778,,,,,,,0.13736,nao,,886
31,05-13,23.911111111111115,,,,,,,0.07931,nao,,775
41,05-13,10.16111111111111,3.767,,,,,,0.06934,nao,,822
38,05-13,21.62777777777778,4.202,,,,,,0.13736,nao,,385
27,05-13,15.594444444444443,4.211,,,,,,0.07725,nao,,172
3,05-13,,,,,,,,0.07574,nao,,376
28,05-13,21.62777777777778,4.202,,,,,,0.13736,nao,,685
3,05-20,24.327777777777783,3.907,,,,,,0.07574,nao,,362
26,05-20,9.366666666666667,,,,,,,0.07818,nao,,559
40,05-20,13.544444444444444,4.101,,,,,,0.04781,nao,,891
20,05-20,15.005555555555553,4.062,,,,,,0.07287,nao,,141
6,05-20,22.227777777777778,,,,,,,0.06855,nao,,887
44,05-20,11.177777777777777,,,,,,,0.06906,nao,,918
7,05-20,,3.828,,,,,,0.08595000000000001,nao,,118
18,05-20,,,,,,,,0.08975,nao,,277
22,05-20,14.755555555555556,4.101,,,,,,0.08252000000000001,nao,,726
45,05-20,,4.062,,,,,,0.08521000000000001,nao,,220
4,05-20,21.383333333333333,,,,,,,0.05946,nao,,905
10,05-20,,3.99,,,,,,0.08494,nao,,26
33,05-20,24.48333333333333,3.99,,,,,,0.08686999999999999,nao,,521
32,05-20,7.616666666666668,3.828,,,,,,0.08595000000000001,nao,,783
28,05-20,,4.169,,,,,,0.13736,nao,,10
36,05-20,22.788888888888884,,,,,,,0.083,nao,,984
13,05-20,,,,,,,,0.07193,nao,,378
19,05-20,11.555555555555554,,,,,,,0.07658000000000001,nao,,633
27,05-20,,,,,,,,0.07725,nao,,637
1,05-20,19.79444444444444,3.907,,,,,,0.07682,nao,,682
34,05-20,16.37222222222222,,,,,,,0.10581,nao,,584
43,05-20,,3.907,,,,,,0.10581,nao,,152
24,05-20,15.466666666666669,,,,,,,0.08212,nao,,720
12,05-20,,,,,,,,0.13736,nao,,49
39,05-20,22.950000000000003,3.907,,,,,,0.083,nao,,154
14,05-20,16.822222222222223,,,,,,,0.08521000000000001,nao,,859
38,05-20,19.21666666666667,,,,,,,0.13736,nao,,293
23,05-20,13.705555555555556,,,,,,,0.04781,nao,,580
5,05-20,21.872222222222224,3.907,,,,,,0.06489,nao,,50
16,05-20,6.63888888888889,,,,,,,0.06339,nao,,664
21,05-20,,,,,,,,0.07931,nao,,531
9,05-20,21.383333333333333,,,,,,,0.0638,nao,,612
2,05-20,,3.907,,,,,,0.07931,nao,,60
17,05-20,11.072222222222223,3.802,,,,,,0.06774,nao,,167
